frequency	gain	v(R1)	v(inoise)	v(onoise)
1.621810097358914e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.659586907437544e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.698243652461727e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.737800828749358e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.778279410038905e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.819700858609965e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.862087136662848e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.905460717963228e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.949844599758025e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.995262314968859e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.041737944669508e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.089296130854018e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.137962089502210e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.187761623949530e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.238721138568316e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.290867652767749e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.344228815319897e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.398832919019465e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.454708915685004e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.511886431509553e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.570395782768836e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.630267991895354e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.691534803926887e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.754228703338137e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.818382931264423e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.884031503126575e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.951209226666354e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.019951720401983e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.090295432513557e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.162277660168345e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.235936569296247e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.311311214825875e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.388441561391988e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.467368504525278e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.548133892335715e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.630780547700973e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.715352290971684e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.801893963205569e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.890451449942762e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.981071705534928e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.073802778041081e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.168693834703306e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.265795188015878e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.365158322401610e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.466835921509581e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.570881896148698e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.677351412871928e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.786300923226328e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.897788193684405e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.011872336272665e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.128613839913589e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.248074602497665e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.370317963702465e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.495408738576181e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.623413251903425e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.754399373371501e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.888436553555820e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.025595860743506e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.165950018614749e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.309573444801857e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.456542290346479e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.606934480075881e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.760829753919737e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.918309709189281e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.079457843841294e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.244359600749814e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.413102413009085e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.585775750291746e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.762471166286823e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.943282347242718e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.128305161640893e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.317637711026608e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.511380382023661e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.709635899560699e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.912509381337346e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.120108393558985e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.332543007969794e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.549925860214240e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.772372209557985e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.999999999999874e+03	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.023292992280741e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.047128548050886e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.071519305237593e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.096478196143171e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.122018454301949e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.148153621496868e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.174897554939515e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.202264434617398e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.230268770812366e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.258925411794151e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.288249551693117e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.318256738556390e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.348962882591636e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.380384264602867e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.412537544622736e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.445439770745909e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.479108388168188e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.513561248436188e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.548816618912461e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.584893192461093e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.621810097358909e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.659586907437539e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.698243652461722e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.737800828749353e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.778279410038899e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.819700858609959e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.862087136662843e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.905460717963222e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.949844599758019e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.995262314968853e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.041737944669502e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.089296130854011e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.137962089502203e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.187761623949523e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.238721138568309e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.290867652767742e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.344228815319890e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.398832919019458e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.454708915684997e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.511886431509546e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.570395782768828e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.630267991895346e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.691534803926879e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.754228703338128e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.818382931264415e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.884031503126566e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.951209226666344e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.019951720401974e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.090295432513547e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.162277660168335e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.235936569296237e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.311311214825864e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.388441561391977e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.467368504525267e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.548133892335704e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.630780547700961e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.715352290971672e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.801893963205558e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.890451449942750e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.981071705534915e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.073802778041069e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.168693834703294e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.265795188015865e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.365158322401597e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.466835921509566e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.570881896148684e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.677351412871914e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.786300923226313e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.897788193684390e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.011872336272649e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.128613839913573e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.248074602497648e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.370317963702448e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.495408738576164e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.623413251903407e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.754399373371484e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.888436553555802e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.025595860743488e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.165950018614729e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.309573444801838e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.456542290346458e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.606934480075861e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.760829753919716e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.918309709189260e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.079457843841272e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.244359600749791e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.413102413009062e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.585775750291721e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.762471166286798e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.943282347242693e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.128305161640867e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.317637711026582e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.511380382023634e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.709635899560672e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.912509381337317e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.120108393558956e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.332543007969766e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.549925860214212e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.772372209557955e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.999999999999844e+04	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.023292992280738e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.047128548050883e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.071519305237590e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.096478196143168e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.122018454301946e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.148153621496865e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.174897554939511e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.202264434617394e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.230268770812362e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.258925411794147e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.288249551693113e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.318256738556386e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.348962882591632e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.380384264602863e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.412537544622732e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.445439770745904e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.479108388168183e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.513561248436184e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.548816618912456e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.584893192461088e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.621810097358903e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.659586907437534e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.698243652461717e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.737800828749347e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.778279410038894e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.819700858609953e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.862087136662837e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.905460717963216e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.949844599758013e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.995262314968847e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.041737944669495e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.089296130854005e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.137962089502196e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.187761623949516e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.238721138568302e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.290867652767735e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.344228815319883e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.398832919019450e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.454708915684989e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.511886431509538e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.570395782768820e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.630267991895337e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.691534803926870e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.754228703338120e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.818382931264406e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.884031503126557e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.951209226666335e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.019951720401964e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.090295432513537e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.162277660168325e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.235936569296227e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.311311214825854e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.388441561391967e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.467368504525257e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.548133892335693e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.630780547700950e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.715352290971660e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.801893963205545e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.890451449942738e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.981071705534903e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.073802778041056e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.168693834703281e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.265795188015851e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.365158322401583e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.466835921509552e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.570881896148669e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.677351412871899e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.786300923226299e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.897788193684375e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.011872336272633e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.128613839913557e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.248074602497632e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.370317963702431e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.495408738576147e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.623413251903390e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.754399373371466e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
5.888436553555784e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.025595860743469e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.165950018614710e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.309573444801818e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.456542290346437e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.606934480075840e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.760829753919694e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
6.918309709189238e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.079457843841250e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.244359600749768e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.413102413009040e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.585775750291698e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.762471166286775e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
7.943282347242668e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.128305161640842e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.317637711026556e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.511380382023607e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.709635899560645e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
8.912509381337289e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.120108393558927e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.332543007969736e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.549925860214181e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
9.772372209557923e+05	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.000000000000000e+06	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
